"","ID","trial","cue","left","right","car_chosen","location_chosen","rt","rt_short","rt_long","reward_n1back","reward","stay_color","stay_key","unchosen_car_oneback","reoffered_unchosen","reoffered_chosen","same_colour_offered","cue_n1back","age","sex","ocir","bai","accident","unchosen_car","stay_car_unch"
"1447","14280e85f28441f7a378fd30341cefb2",7,1,"blue","yellow","yellow","right",1152,"keep","keep",0,0,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1448","14280e85f28441f7a378fd30341cefb2",8,0,"green","yellow","green","left",1156,"keep","keep",0,1,0,0,"blue",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1449","14280e85f28441f7a378fd30341cefb2",9,1,"red","green","green","right",739,"keep","keep",1,1,1,0,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1450","14280e85f28441f7a378fd30341cefb2",10,2,"green","blue","blue","right",1333,"keep","keep",1,1,0,1,"red",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1451","14280e85f28441f7a378fd30341cefb2",11,1,"yellow","blue","blue","right",2106,"keep","keep",1,1,1,1,"green",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1452","14280e85f28441f7a378fd30341cefb2",12,1,"blue","yellow","blue","left",2396,"keep","keep",1,0,1,0,"yellow",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1453","14280e85f28441f7a378fd30341cefb2",13,1,"red","blue","blue","right",2782,"keep","keep",0,1,1,0,"yellow",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1454","14280e85f28441f7a378fd30341cefb2",14,0,"green","yellow","green","left",2747,"keep","keep",1,1,0,0,"red",0,0,"Different","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1455","14280e85f28441f7a378fd30341cefb2",15,2,"blue","green","blue","left",2302,"keep","keep",1,0,0,1,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1456","14280e85f28441f7a378fd30341cefb2",16,0,"red","yellow","yellow","right",1529,"keep","keep",0,1,0,0,"green",0,0,"Different","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1457","14280e85f28441f7a378fd30341cefb2",17,2,"yellow","red","yellow","left",1389,"keep","keep",1,0,1,0,"red",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1458","14280e85f28441f7a378fd30341cefb2",18,2,"red","blue","red","left",2014,"keep","keep",0,1,0,1,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1460","14280e85f28441f7a378fd30341cefb2",20,2,"blue","yellow","yellow","right",1999,"keep","keep",1,0,1,1,"red",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1461","14280e85f28441f7a378fd30341cefb2",21,1,"red","yellow","red","left",1568,"keep","keep",0,1,0,0,"blue",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1462","14280e85f28441f7a378fd30341cefb2",22,1,"green","yellow","yellow","right",2447,"keep","keep",1,0,0,0,"yellow",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",1
"1463","14280e85f28441f7a378fd30341cefb2",23,0,"red","green","green","right",2974,"keep","keep",0,0,0,1,"green",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1464","14280e85f28441f7a378fd30341cefb2",24,1,"green","blue","blue","right",1385,"keep","keep",0,0,0,1,"red",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1465","14280e85f28441f7a378fd30341cefb2",25,0,"yellow","green","yellow","left",959,"keep","keep",0,1,0,0,"green",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1466","14280e85f28441f7a378fd30341cefb2",26,0,"red","blue","red","left",1631,"keep","keep",1,1,0,1,"green",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1467","14280e85f28441f7a378fd30341cefb2",27,0,"yellow","red","red","right",1497,"keep","keep",1,0,1,0,"blue",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1468","14280e85f28441f7a378fd30341cefb2",28,0,"yellow","green","green","right",1200,"keep","keep",0,1,0,1,"yellow",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1470","14280e85f28441f7a378fd30341cefb2",30,2,"yellow","red","red","right",454,"keep","keep",0,0,0,0,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1472","14280e85f28441f7a378fd30341cefb2",32,1,"green","red","red","right",1184,"keep","keep",1,1,0,1,"red",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",1
"1473","14280e85f28441f7a378fd30341cefb2",33,2,"blue","green","green","right",794,"keep","keep",1,1,0,1,"green",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1474","14280e85f28441f7a378fd30341cefb2",34,2,"blue","red","blue","left",838,"keep","keep",1,1,0,0,"blue",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1475","14280e85f28441f7a378fd30341cefb2",35,1,"green","blue","blue","right",1391,"keep","keep",1,0,1,0,"red",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1476","14280e85f28441f7a378fd30341cefb2",36,1,"green","blue","blue","right",1712,"keep","keep",0,1,1,1,"green",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1477","14280e85f28441f7a378fd30341cefb2",37,1,"green","blue","green","left",1968,"keep","keep",1,1,0,0,"green",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1478","14280e85f28441f7a378fd30341cefb2",38,2,"green","yellow","yellow","right",1332,"keep","keep",1,1,0,0,"blue",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1479","14280e85f28441f7a378fd30341cefb2",39,0,"blue","yellow","yellow","right",1087,"keep","keep",1,1,1,1,"green",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1480","14280e85f28441f7a378fd30341cefb2",40,2,"yellow","blue","blue","right",1528,"keep","keep",1,0,0,1,"blue",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1482","14280e85f28441f7a378fd30341cefb2",42,2,"blue","yellow","yellow","right",415,"keep","keep",1,1,0,0,"green",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1483","14280e85f28441f7a378fd30341cefb2",43,2,"yellow","blue","blue","right",1117,"keep","keep",1,1,0,1,"blue",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1484","14280e85f28441f7a378fd30341cefb2",44,0,"red","yellow","red","left",1128,"keep","keep",1,0,0,0,"yellow",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1485","14280e85f28441f7a378fd30341cefb2",45,1,"blue","green","green","right",616,"keep","keep",0,0,0,0,"yellow",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1486","14280e85f28441f7a378fd30341cefb2",46,2,"blue","red","blue","left",826,"keep","keep",0,0,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1487","14280e85f28441f7a378fd30341cefb2",47,1,"green","yellow","yellow","right",1808,"keep","keep",0,1,0,0,"red",0,0,"Different","threat",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1488","14280e85f28441f7a378fd30341cefb2",48,2,"green","red","green","left",1010,"keep","keep",1,0,0,0,"green",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1489","14280e85f28441f7a378fd30341cefb2",49,2,"red","yellow","yellow","right",2041,"keep","keep",0,0,0,0,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1490","14280e85f28441f7a378fd30341cefb2",50,1,"red","yellow","red","left",840,"keep","keep",0,1,0,0,"red",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1491","14280e85f28441f7a378fd30341cefb2",51,1,"yellow","blue","yellow","left",1565,"keep","keep",1,0,0,1,"yellow",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1492","14280e85f28441f7a378fd30341cefb2",52,0,"blue","green","green","right",874,"keep","keep",0,1,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1493","14280e85f28441f7a378fd30341cefb2",53,0,"green","red","green","left",1282,"keep","keep",1,1,1,0,"blue",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1494","14280e85f28441f7a378fd30341cefb2",54,2,"yellow","red","red","right",760,"keep","keep",1,0,0,0,"red",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1495","14280e85f28441f7a378fd30341cefb2",55,1,"blue","yellow","blue","left",1040,"keep","keep",0,1,0,0,"yellow",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1496","14280e85f28441f7a378fd30341cefb2",56,1,"blue","green","green","right",2309,"keep","keep",1,0,0,0,"yellow",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1497","14280e85f28441f7a378fd30341cefb2",57,1,"blue","red","blue","left",1484,"keep","keep",0,1,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1498","14280e85f28441f7a378fd30341cefb2",58,2,"green","yellow","green","left",1878,"keep","keep",1,0,0,1,"red",0,0,"Different","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1500","14280e85f28441f7a378fd30341cefb2",60,0,"red","blue","red","left",430,"keep","keep",0,0,0,0,"green",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1501","14280e85f28441f7a378fd30341cefb2",61,1,"red","blue","blue","right",769,"keep","keep",0,0,0,0,"blue",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1502","14280e85f28441f7a378fd30341cefb2",62,0,"red","blue","blue","right",1075,"keep","keep",0,0,1,1,"red",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1503","14280e85f28441f7a378fd30341cefb2",63,1,"red","blue","red","left",967,"keep","keep",0,0,0,0,"red",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1504","14280e85f28441f7a378fd30341cefb2",64,2,"yellow","blue","yellow","left",1413,"keep","keep",0,0,0,1,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1505","14280e85f28441f7a378fd30341cefb2",65,0,"yellow","red","red","right",799,"keep","keep",0,0,0,0,"blue",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1506","14280e85f28441f7a378fd30341cefb2",66,2,"red","green","red","left",923,"keep","keep",0,1,1,0,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1507","14280e85f28441f7a378fd30341cefb2",67,0,"yellow","green","green","right",685,"keep","keep",1,0,0,0,"green",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1508","14280e85f28441f7a378fd30341cefb2",68,0,"blue","red","blue","left",754,"keep","keep",0,0,0,0,"yellow",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1509","14280e85f28441f7a378fd30341cefb2",69,2,"blue","yellow","yellow","right",809,"keep","keep",0,0,0,0,"red",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1510","14280e85f28441f7a378fd30341cefb2",70,1,"green","yellow","yellow","right",988,"keep","keep",0,0,1,1,"blue",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1511","14280e85f28441f7a378fd30341cefb2",71,1,"red","yellow","red","left",605,"keep","keep",0,1,0,0,"green",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1512","14280e85f28441f7a378fd30341cefb2",72,2,"red","blue","red","left",1267,"keep","keep",1,1,1,1,"yellow",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1513","14280e85f28441f7a378fd30341cefb2",73,1,"blue","yellow","yellow","right",961,"keep","keep",1,0,0,0,"blue",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1514","14280e85f28441f7a378fd30341cefb2",74,0,"blue","green","blue","left",577,"keep","keep",0,1,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",1
"1515","14280e85f28441f7a378fd30341cefb2",75,0,"red","yellow","red","left",712,"keep","keep",1,0,0,1,"green",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1516","14280e85f28441f7a378fd30341cefb2",76,2,"yellow","blue","blue","right",1264,"keep","keep",0,0,0,0,"yellow",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1517","14280e85f28441f7a378fd30341cefb2",77,2,"green","red","green","left",993,"keep","keep",0,1,0,0,"yellow",0,0,"Different","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1518","14280e85f28441f7a378fd30341cefb2",78,0,"green","red","green","left",1048,"keep","keep",1,0,1,1,"red",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1519","14280e85f28441f7a378fd30341cefb2",79,2,"blue","red","red","right",1054,"keep","keep",0,0,0,0,"red",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1520","14280e85f28441f7a378fd30341cefb2",80,1,"green","yellow","green","left",1199,"keep","keep",0,0,0,0,"blue",0,0,"Different","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1522","14280e85f28441f7a378fd30341cefb2",82,0,"red","yellow","red","left",968,"keep","keep",0,1,0,0,"red",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1523","14280e85f28441f7a378fd30341cefb2",83,1,"yellow","red","red","right",2448,"keep","keep",1,0,1,0,"yellow",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1524","14280e85f28441f7a378fd30341cefb2",84,2,"red","green","red","left",841,"keep","keep",0,0,1,0,"yellow",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1525","14280e85f28441f7a378fd30341cefb2",85,0,"green","blue","green","left",1700,"keep","keep",0,1,0,1,"green",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1526","14280e85f28441f7a378fd30341cefb2",86,1,"blue","red","red","right",928,"keep","keep",1,1,0,0,"blue",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1527","14280e85f28441f7a378fd30341cefb2",87,1,"red","yellow","red","left",1010,"keep","keep",1,1,1,0,"blue",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1528","14280e85f28441f7a378fd30341cefb2",88,2,"yellow","green","green","right",820,"keep","keep",1,0,0,0,"yellow",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1529","14280e85f28441f7a378fd30341cefb2",89,1,"yellow","blue","yellow","left",485,"keep","keep",0,1,0,0,"yellow",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1530","14280e85f28441f7a378fd30341cefb2",90,0,"green","blue","blue","right",1791,"keep","keep",1,0,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",1
"1531","14280e85f28441f7a378fd30341cefb2",91,0,"green","yellow","yellow","right",1395,"keep","keep",0,1,0,1,"green",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1532","14280e85f28441f7a378fd30341cefb2",92,1,"yellow","blue","yellow","left",759,"keep","keep",1,1,1,0,"green",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1533","14280e85f28441f7a378fd30341cefb2",93,0,"blue","green","green","right",1285,"keep","keep",1,0,0,0,"blue",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1534","14280e85f28441f7a378fd30341cefb2",94,1,"red","blue","blue","right",923,"keep","keep",0,1,0,1,"blue",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1535","14280e85f28441f7a378fd30341cefb2",95,2,"blue","red","blue","left",1710,"keep","keep",1,0,1,0,"red",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1536","14280e85f28441f7a378fd30341cefb2",96,0,"red","blue","red","left",1991,"keep","keep",0,1,0,1,"red",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1537","14280e85f28441f7a378fd30341cefb2",97,2,"red","green","red","left",1509,"keep","keep",1,1,1,1,"blue",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1538","14280e85f28441f7a378fd30341cefb2",98,0,"green","blue","green","left",1593,"keep","keep",1,1,0,1,"green",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1539","14280e85f28441f7a378fd30341cefb2",99,2,"red","yellow","yellow","right",1203,"keep","keep",1,0,0,0,"blue",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1540","14280e85f28441f7a378fd30341cefb2",100,1,"blue","green","green","right",807,"keep","keep",0,1,0,1,"red",0,0,"Different","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1541","14280e85f28441f7a378fd30341cefb2",101,1,"green","red","red","right",1764,"keep","keep",1,0,0,1,"blue",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1542","14280e85f28441f7a378fd30341cefb2",102,2,"red","blue","red","left",1576,"keep","keep",0,1,1,0,"green",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1543","14280e85f28441f7a378fd30341cefb2",103,1,"blue","yellow","yellow","right",794,"keep","keep",1,0,0,0,"blue",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1544","14280e85f28441f7a378fd30341cefb2",104,1,"yellow","green","green","right",1327,"keep","keep",0,0,0,1,"blue",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1545","14280e85f28441f7a378fd30341cefb2",105,1,"green","blue","green","left",607,"keep","keep",0,1,1,0,"yellow",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1546","14280e85f28441f7a378fd30341cefb2",106,1,"green","red","red","right",814,"keep","keep",1,0,0,0,"blue",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1547","14280e85f28441f7a378fd30341cefb2",107,0,"green","blue","blue","right",2225,"keep","keep",0,1,0,1,"green",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1548","14280e85f28441f7a378fd30341cefb2",108,2,"blue","yellow","yellow","right",1256,"keep","keep",1,0,0,1,"green",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1549","14280e85f28441f7a378fd30341cefb2",109,1,"yellow","green","green","right",1119,"keep","keep",0,0,0,1,"blue",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1550","14280e85f28441f7a378fd30341cefb2",110,1,"yellow","red","red","right",1305,"keep","keep",0,1,0,1,"yellow",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1551","14280e85f28441f7a378fd30341cefb2",111,0,"red","yellow","red","left",1204,"keep","keep",1,1,1,0,"yellow",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1552","14280e85f28441f7a378fd30341cefb2",112,1,"green","blue","green","left",989,"keep","keep",1,0,0,1,"yellow",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1553","14280e85f28441f7a378fd30341cefb2",113,1,"red","yellow","yellow","right",1444,"keep","keep",0,0,0,0,"blue",0,0,"Different","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1554","14280e85f28441f7a378fd30341cefb2",114,0,"blue","red","red","right",1728,"keep","keep",0,0,0,1,"red",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1555","14280e85f28441f7a378fd30341cefb2",115,2,"red","blue","blue","right",1490,"keep","keep",0,0,0,1,"blue",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1556","14280e85f28441f7a378fd30341cefb2",116,2,"green","red","green","left",959,"keep","keep",0,0,0,0,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1558","14280e85f28441f7a378fd30341cefb2",118,2,"blue","yellow","yellow","right",767,"keep","keep",1,0,1,0,"blue",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1559","14280e85f28441f7a378fd30341cefb2",119,2,"red","yellow","red","left",1040,"keep","keep",0,1,0,0,"blue",0,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1560","14280e85f28441f7a378fd30341cefb2",120,0,"yellow","red","red","right",772,"keep","keep",1,1,1,0,"yellow",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1562","14280e85f28441f7a378fd30341cefb2",122,2,"green","red","green","left",826,"keep","keep",1,0,0,0,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1563","14280e85f28441f7a378fd30341cefb2",123,2,"red","green","green","right",1683,"keep","keep",0,1,1,0,"red",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1564","14280e85f28441f7a378fd30341cefb2",124,0,"red","yellow","red","left",1002,"keep","keep",1,1,0,0,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1565","14280e85f28441f7a378fd30341cefb2",125,1,"green","red","green","left",2271,"keep","keep",1,0,0,1,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1566","14280e85f28441f7a378fd30341cefb2",126,0,"red","green","red","left",1311,"keep","keep",0,0,0,1,"red",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",1
"1567","14280e85f28441f7a378fd30341cefb2",127,0,"green","blue","blue","right",1064,"keep","keep",0,0,0,0,"green",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1568","14280e85f28441f7a378fd30341cefb2",128,1,"green","red","green","left",869,"keep","keep",0,1,0,0,"green",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",1
"1569","14280e85f28441f7a378fd30341cefb2",129,1,"green","yellow","yellow","right",1031,"keep","keep",1,1,0,0,"red",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1570","14280e85f28441f7a378fd30341cefb2",130,1,"blue","yellow","blue","left",1785,"keep","keep",1,1,0,0,"green",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1571","14280e85f28441f7a378fd30341cefb2",131,2,"blue","yellow","yellow","right",1160,"keep","keep",1,0,0,0,"yellow",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1572","14280e85f28441f7a378fd30341cefb2",132,0,"blue","yellow","blue","left",1245,"keep","keep",0,0,0,0,"blue",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1573","14280e85f28441f7a378fd30341cefb2",133,0,"blue","red","red","right",967,"keep","keep",0,0,0,0,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",0
"1574","14280e85f28441f7a378fd30341cefb2",134,0,"green","yellow","green","left",1136,"keep","keep",0,0,0,0,"blue",0,0,"Different","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1575","14280e85f28441f7a378fd30341cefb2",135,1,"yellow","green","green","right",1955,"keep","keep",0,0,1,0,"yellow",1,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1576","14280e85f28441f7a378fd30341cefb2",136,0,"yellow","green","green","right",1491,"keep","keep",0,1,1,1,"yellow",1,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1577","14280e85f28441f7a378fd30341cefb2",137,1,"blue","green","blue","left",705,"keep","keep",1,1,0,0,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1578","14280e85f28441f7a378fd30341cefb2",138,0,"green","red","red","right",1702,"keep","keep",1,1,0,0,"green",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1579","14280e85f28441f7a378fd30341cefb2",139,1,"red","blue","blue","right",850,"keep","keep",1,1,0,1,"green",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1580","14280e85f28441f7a378fd30341cefb2",140,2,"yellow","green","yellow","left",613,"keep","keep",1,1,0,0,"red",0,0,"Different","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1581","14280e85f28441f7a378fd30341cefb2",141,0,"yellow","green","yellow","left",1251,"keep","keep",1,0,1,1,"green",1,1,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"green",0
"1582","14280e85f28441f7a378fd30341cefb2",142,0,"blue","green","green","right",827,"keep","keep",0,1,0,0,"green",1,0,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"blue",1
"1583","14280e85f28441f7a378fd30341cefb2",143,0,"green","yellow","green","left",1228,"keep","keep",1,1,1,0,"blue",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1584","14280e85f28441f7a378fd30341cefb2",144,2,"red","green","green","right",2081,"keep","keep",1,1,1,0,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1585","14280e85f28441f7a378fd30341cefb2",145,0,"yellow","red","red","right",1426,"keep","keep",1,1,0,1,"red",1,0,"Same","threat",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",1
"1586","14280e85f28441f7a378fd30341cefb2",146,1,"blue","red","blue","left",629,"keep","keep",1,0,0,0,"yellow",0,1,"Same","no cue",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
"1587","14280e85f28441f7a378fd30341cefb2",147,1,"yellow","green","green","right",1016,"keep","keep",0,1,0,0,"red",0,0,"Different","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1588","14280e85f28441f7a378fd30341cefb2",148,1,"yellow","red","red","right",709,"keep","keep",1,1,0,1,"yellow",1,0,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"yellow",0
"1589","14280e85f28441f7a378fd30341cefb2",149,2,"red","blue","blue","right",899,"keep","keep",1,1,0,1,"yellow",0,1,"Same","neutral",25,2,-0.738834328524811,-0.70753773665735,2,"red",0
